Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Gender,Highest education level completed,Political affiliation (uk),Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6915a64f7ff55e7bb005d459,60b3950b9a1de417d37bb8d2,AWAITING REVIEW,Not Applicable,2025-11-13T09:35:14.806000Z,2025-11-13T09:59:26.235000Z,,2025-11-13T09:59:27.053378Z,1452.0,CBN3YT5G,2983,Man (including Trans Male/Trans Man),Technical/community college,Right,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6915a6fe8d775beba890dfff,6648b380adcc8b522c401d27,AWAITING REVIEW,Not Applicable,2025-11-13T09:38:10.805000Z,2025-11-13T10:25:34.018000Z,,2025-11-13T10:25:34.434340Z,2844.0,CBN3YT5G,1104,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915a7995dd31f3213edf6da,60098b438497516c56ba4ae1,AWAITING REVIEW,Not Applicable,2025-11-13T09:40:49.904000Z,2025-11-13T10:01:36.743000Z,,2025-11-13T10:01:37.222899Z,1247.0,CBN3YT5G,1625,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a888c69746fff700285d,656c97dad85d1ebbb4fa93f3,AWAITING REVIEW,Not Applicable,2025-11-13T09:44:46.882000Z,2025-11-13T10:02:41.237000Z,,2025-11-13T10:02:41.660659Z,1075.0,CBN3YT5G,1500,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Left,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a8c5ca66eae3cff8a53c,6234a3d5cd2f63c705e5842d,AWAITING REVIEW,Not Applicable,2025-11-13T09:45:41.443000Z,2025-11-13T10:12:30.548000Z,,2025-11-13T10:12:30.951287Z,1610.0,CBN3YT5G,3866,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Right,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915aaae5c4a80247784bace,6759980d797dbe50150130e0,AWAITING REVIEW,Not Applicable,2025-11-13T09:54:03.561000Z,2025-11-13T10:49:46.543000Z,,2025-11-13T10:49:46.977457Z,3343.0,CBN3YT5G,760,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),N/A,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915aad8bbed8c80b36811cb,5cf3fb29233f93001b3719b5,AWAITING REVIEW,Not Applicable,2025-11-13T09:54:37.697000Z,2025-11-13T10:13:23.890000Z,,2025-11-13T10:13:24.286696Z,1127.0,CBN3YT5G,303,Woman (including Trans Female/Trans Woman),Technical/community college,N/A,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915ac05242221f339dddf2a,5cfccc437189a800011a3606,AWAITING REVIEW,Not Applicable,2025-11-13T10:00:13.378000Z,2025-11-13T10:34:39.480000Z,,2025-11-13T10:34:39.901615Z,2067.0,CBN3YT5G,1476,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915ac8983bac01bb28bd466,5dfedfbb557425b599c8c523,AWAITING REVIEW,Not Applicable,2025-11-13T10:02:08.558000Z,2025-11-13T10:31:08.528000Z,,2025-11-13T10:31:08.994701Z,1740.0,CBN3YT5G,3113,Woman (including Trans Female/Trans Woman),Technical/community college,Left,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915acc26bb07dbc5b24db10,5f5bb87a0093333445af65f2,AWAITING REVIEW,Not Applicable,2025-11-13T10:02:56.723000Z,2025-11-13T10:38:17.352000Z,,2025-11-13T10:38:17.749202Z,2121.0,CBN3YT5G,4566,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Right,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915ad651dcdcf172c9921a3,6715fa8490b20c9f0317e48d,AWAITING REVIEW,Not Applicable,2025-11-13T10:05:33.790000Z,2025-11-13T10:25:31.587000Z,,2025-11-13T10:25:32.017157Z,1198.0,CBN3YT5G,1332,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Right,59,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915af131f20f5883816f563,6086a11397234e7f83e4e793,AWAITING REVIEW,Not Applicable,2025-11-13T10:12:39.406000Z,2025-11-13T10:27:53.217000Z,,2025-11-13T10:27:53.613598Z,914.0,CBN3YT5G,1699,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Left,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915af456e8e8f9d63772fca,66de0fe631ea4b3facbc2d37,AWAITING REVIEW,Not Applicable,2025-11-13T10:13:31.936000Z,2025-11-13T10:38:49.329000Z,,2025-11-13T10:38:49.730998Z,1518.0,CBN3YT5G,909,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b0269a746aefce73e6fb,5bae3351a91ee200011a4220,AWAITING REVIEW,Not Applicable,2025-11-13T10:17:14.630000Z,2025-11-13T10:44:32.585000Z,,2025-11-13T10:44:32.975421Z,1638.0,CBN3YT5G,1735,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),N/A,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b223609146f9a9a0a24a,653bc92a11da9d70e7ad81c3,AWAITING REVIEW,Not Applicable,2025-11-13T10:26:21.309000Z,2025-11-13T11:04:58.986000Z,,2025-11-13T11:04:59.393137Z,2318.0,CBN3YT5G,483,Woman (including Trans Female/Trans Woman),Technical/community college,N/A,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915b226407c83cfd05b13c5,5d78d57c8f579d001518e74f,AWAITING REVIEW,Not Applicable,2025-11-13T10:25:46.985000Z,2025-11-13T10:35:08.427000Z,,2025-11-13T10:35:08.839950Z,562.0,CBN3YT5G,3450,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b2abc87a69084977247c,5eff7a731d128004fbda59de,AWAITING REVIEW,Not Applicable,2025-11-13T10:28:01.649000Z,2025-11-13T10:53:17.035000Z,,2025-11-13T10:53:17.455343Z,1516.0,CBN3YT5G,2007,Woman (including Trans Female/Trans Woman),Technical/community college,Centre,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915b373867942dd96504220,5c5a98c42032f30001ba94fd,AWAITING REVIEW,Not Applicable,2025-11-13T10:31:22.546000Z,2025-11-13T10:48:32.630000Z,,2025-11-13T10:48:33.025528Z,1031.0,CBN3YT5G,1898,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Right,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b3aa8c1315da25f147ec,5e7b804f9379140478c688da,AWAITING REVIEW,Not Applicable,2025-11-13T10:32:17.904000Z,2025-11-13T10:58:34.416000Z,,2025-11-13T10:58:34.824718Z,1577.0,CBN3YT5G,2297,Man (including Trans Male/Trans Man),High school diploma/A-levels,Right,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b44ae827c2c281484563,5c51d18698b0ff000110da96,AWAITING REVIEW,Not Applicable,2025-11-13T10:35:12.817000Z,2025-11-13T11:06:11.236000Z,,2025-11-13T11:06:11.646107Z,1859.0,CBN3YT5G,3187,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,41,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915b46445a088036d151fd2,573d5914f3580b000ece4529,AWAITING REVIEW,Not Applicable,2025-11-13T10:35:22.390000Z,2025-11-13T11:03:28.613000Z,,2025-11-13T11:03:29.051895Z,1687.0,CBN3YT5G,1231,Woman (including Trans Female/Trans Woman),Technical/community college,Right,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915b5222a4465c36a99d8de,6824ca9431d5202089ce433d,AWAITING REVIEW,Not Applicable,2025-11-13T10:38:26.839000Z,2025-11-13T11:28:24.634000Z,,2025-11-13T11:28:25.052361Z,2998.0,CBN3YT5G,2136,Man (including Trans Male/Trans Man),Technical/community college,Centre,61,Male,White,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915b53b6c78893d98391c30,5bacf6a4b95cc700014b56a8,AWAITING REVIEW,Not Applicable,2025-11-13T10:39:01.249000Z,2025-11-13T11:03:59.144000Z,,2025-11-13T11:03:59.550708Z,1498.0,CBN3YT5G,1704,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Left,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915b69639ee02d0d3ee64cf,62e25115fb932baf4a93173f,AWAITING REVIEW,Not Applicable,2025-11-13T10:44:51.279000Z,2025-11-13T11:05:34.560000Z,,2025-11-13T11:05:34.945325Z,1244.0,CBN3YT5G,3135,Man (including Trans Male/Trans Man),Technical/community college,Left,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6915b78845baef93dd2fe49d,651ab308d328995f86b262ff,AWAITING REVIEW,Not Applicable,2025-11-13T10:51:11.876000Z,2025-11-13T11:24:02.229000Z,,2025-11-13T11:24:02.605903Z,1971.0,CBN3YT5G,351,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915b89d7f272be0766d9f23,5f0219dce0d2de3a5179d1aa,AWAITING REVIEW,Not Applicable,2025-11-13T10:53:17.602000Z,2025-11-13T11:59:50.146000Z,,2025-11-13T11:59:50.531051Z,3993.0,NOCODE,2541,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,37,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6915b9e0facc68108ab95786,632222532c12ab0ab7ca00bd,AWAITING REVIEW,Not Applicable,2025-11-13T10:58:58.203000Z,2025-11-13T11:25:21.249000Z,,2025-11-13T11:25:21.608191Z,1584.0,CBN3YT5G,2570,Rather not say,Secondary education (e.g. GED/GCSE),Centre,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915bb249598ddc5ad8620e6,60819ba1a8862e33495f8914,AWAITING REVIEW,Not Applicable,2025-11-13T11:04:17.315000Z,2025-11-13T11:29:42.845000Z,,2025-11-13T11:29:43.234243Z,1526.0,CBN3YT5G,2406,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
6915bb5d970e0f815dd8ddc0,610175135c258d591eb673f8,AWAITING REVIEW,Not Applicable,2025-11-13T11:05:50.530000Z,2025-11-13T11:39:27.214000Z,,2025-11-13T11:39:27.620886Z,2017.0,CBN3YTSG,2761,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915bb8237772ccff6b8fa15,614bbeb72b50ece145ad86ee,AWAITING REVIEW,Not Applicable,2025-11-13T11:05:45.074000Z,2025-11-13T11:43:09.512000Z,,2025-11-13T11:43:09.927357Z,2245.0,CBN3YT5G,984,Man (including Trans Male/Trans Man),High school diploma/A-levels,Left,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915bba7c5af63d60d83e729,6372639e99b4b50efc9eb4a6,AWAITING REVIEW,Not Applicable,2025-11-13T11:06:29.652000Z,2025-11-13T11:31:49.743000Z,,2025-11-13T11:31:50.187319Z,1521.0,CBN3YT5G,1815,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915bc19cf46b7ff245b44af,5b25740da7cee100011d884b,AWAITING REVIEW,Not Applicable,2025-11-13T11:08:16.839000Z,2025-11-13T11:30:42.111000Z,,2025-11-13T11:30:43.306153Z,1346.0,CBN3YT5G,933,Man (including Trans Male/Trans Man),High school diploma/A-levels,Left,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915bfd8d2a0c8283900fd80,6533d0faaaf6d193fc2bf4f1,AWAITING REVIEW,Not Applicable,2025-11-13T11:24:12.790000Z,2025-11-13T11:50:44Z,,2025-11-13T11:50:44.394139Z,1592.0,CBN3YT5G,704,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Right,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c02daead273886e89658,677e7a411cbcd54ed0c8f545,AWAITING REVIEW,Not Applicable,2025-11-13T11:25:38.334000Z,2025-11-13T11:47:42.912000Z,,2025-11-13T11:47:43.308468Z,1325.0,CBN3YT5G,1312,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Centre,61,Male,White,Australia,United Kingdom,United Kingdom,English,No,Full-Time
6915c0e1e256c8933e7e6f31,65a3f461bfa22dde98c10436,AWAITING REVIEW,Not Applicable,2025-11-13T11:28:36.232000Z,2025-11-13T11:44:37.528000Z,,2025-11-13T11:44:37.921175Z,962.0,CBN3YT5G,1562,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Right,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c12925738fcda0061065,678651bac880c33c924460df,AWAITING REVIEW,Not Applicable,2025-11-13T11:29:54.798000Z,2025-11-13T11:58:48.811000Z,,2025-11-13T11:58:49.210584Z,1735.0,CBN3YT5G,1273,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915c16b1c0009eb04c97f8f,5641193817bdbe00122a0f23,AWAITING REVIEW,Not Applicable,2025-11-13T11:31:58.242000Z,2025-11-13T11:50:47.077000Z,,2025-11-13T11:50:47.462346Z,1129.0,CBN3YT5G,2888,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6915c1a7ab69669e9e4a5e7a,66b732e2824f3862c1739187,AWAITING REVIEW,Not Applicable,2025-11-13T11:32:07.167000Z,2025-11-13T11:58:17.846000Z,,2025-11-13T11:58:18.262789Z,1571.0,CBN3YT5G,1207,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Left,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c37614d4b0099cbd1bf3,63f77dc98bfabd95812edc2c,AWAITING REVIEW,Not Applicable,2025-11-13T11:39:51.121000Z,2025-11-13T12:03:16.958000Z,,2025-11-13T12:03:17.364547Z,1406.0,CBN3YT5G,2578,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c4539b1082706e8670ed,5e0a095a54ff2329aa070d54,AWAITING REVIEW,Not Applicable,2025-11-13T11:43:22.139000Z,2025-11-13T11:58:18.519000Z,,2025-11-13T11:58:18.934410Z,897.0,CBN3YT5G,506,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Left,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c4a91b7c2b33ad626fee,6659f77ee4fd69fa455cc86a,AWAITING REVIEW,Not Applicable,2025-11-13T11:44:45.138000Z,2025-11-13T12:06:04.577000Z,,2025-11-13T12:06:04.990171Z,1280.0,CBN3YT5G,1200,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Left,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915c4e781fe39e12b25ab12,66774233add67a4a8e71398e,AWAITING REVIEW,Not Applicable,2025-11-13T11:45:55.229000Z,2025-11-13T12:04:14.113000Z,,2025-11-13T12:04:14.528716Z,1099.0,CBN3YT5G,1957,Man (including Trans Male/Trans Man),High school diploma/A-levels,Left,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915c55fd9d92c48514ee4b7,5c18daaae467040001e68fc4,AWAITING REVIEW,Not Applicable,2025-11-13T11:48:24.501000Z,2025-11-13T12:30:23.757000Z,,2025-11-13T12:30:24.366994Z,2520.0,CBN3YT5G,3486,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Right,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6914ae215bec1f0820774189,5bfdd2bc11e618000158834f,RETURNED,Not Applicable,2025-11-12T15:56:21.692000Z,,,,,,1682,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914ae462c0f6d2650740149,6658e438cf82b1e2dc4394b5,RETURNED,Not Applicable,2025-11-12T15:56:59.945000Z,,,,,,233,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914ae59405a24149a0dc4ff,5c2f6d25e38ccd0001caab19,RETURNED,Not Applicable,2025-11-12T15:57:34.400000Z,,,,,,4064,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914af15aafe8a85606a6496,6156fef09d1ab07148870099,RETURNED,Not Applicable,2025-11-12T16:00:25.054000Z,,,,,,6311,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914b160e9b5971ceef2b921,56aa2ab9402d62000c7096f2,RETURNED,Not Applicable,2025-11-12T16:10:16.188000Z,,,,,,5196,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914b1e24ae6b8828f263650,677a552f80108278c1d7263c,RETURNED,Not Applicable,2025-11-12T16:12:33.676000Z,,,,,,355,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914b4954beb2993f5aa8a00,668555d93b08c5cce9d33b72,RETURNED,Not Applicable,2025-11-12T16:23:49.782000Z,,,,,,1297,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914b6afef8e23b5a6c0287d,56d1f7f67bbc32000589a588,RETURNED,Not Applicable,2025-11-12T16:32:47.231000Z,,,,,,2551,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914e5145aed2d207d45f77c,60d969421f9595df607e60aa,RETURNED,Not Applicable,2025-11-12T19:51:45.780000Z,,,,,,661,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914e609d722f868b3dcab75,5f2f280854c3203084e218e5,RETURNED,Not Applicable,2025-11-12T19:54:53.525000Z,,,,,,821,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914e69de0fece3335977ad8,63af557b3d4f219c3226b7d6,RETURNED,Not Applicable,,,,,,,6285,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914e768e1c1df609afb4150,679a0366c8793f4845badfd6,RETURNED,Not Applicable,2025-11-12T20:11:00.015000Z,,,,,,1272,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914ec8f517556849b35388a,62682277645054f5802459b8,RETURNED,Not Applicable,2025-11-12T20:22:38.994000Z,,,,,,3703,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914eff2b60689564c7f71db,5ceecd8f12495000011572be,TIMED-OUT,Not Applicable,2025-11-12T20:37:06.443000Z,,,,62698.0,,2873,Man (including Trans Male/Trans Man),Technical/community college,Centre,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6914f304b9c5921a40345844,67f534820e533aa3ba9106dc,RETURNED,Not Applicable,2025-11-12T20:50:16.818000Z,,,,,,973,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914f38292bcac2cdce954fe,63174af7d57182f9bf90c094,RETURNED,Not Applicable,2025-11-12T20:52:22.256000Z,,,,,,4569,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914f4586dc6f5f3dc14615b,67673a7ecec3cd778dfbd91f,RETURNED,Not Applicable,2025-11-12T20:55:59.581000Z,,,,,,1303,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914f56707151f34335d4eb3,5c336b366f160f0001348481,RETURNED,Not Applicable,2025-11-12T21:00:28.886000Z,,,,,,308,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914f6ce88978f67bb177a7d,6023f94d1951e70ae21770ec,RETURNED,Not Applicable,2025-11-12T21:06:30.366000Z,,,,,,2961,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914f7edcd34479fbebfd57b,5c9a6fe20c7ace0001efa406,TIMED-OUT,Not Applicable,2025-11-12T21:11:14.114000Z,,,,60651.0,,1089,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6914fa6e7d46a08c12e8bcbf,67d45859360daf1b062c0275,RETURNED,Not Applicable,2025-11-12T21:22:23.534000Z,,,,,,830,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6914fffe83b6e98a0c38e8c2,654a56ff9b8baf6c84eb9b69,RETURNED,Not Applicable,2025-11-12T21:45:37.457000Z,,,,,,1371,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
691504dab4d1723ede5d4efd,66a1561d05457dd7ec9cd3a8,RETURNED,Not Applicable,2025-11-12T22:06:29.759000Z,,,,,,1074,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69150939e7bd5303dc4f216a,63d15a2dccce0705127190e3,RETURNED,Not Applicable,2025-11-12T22:26:02.395000Z,,,,,,1428,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69150b0763888e451ae94aca,6772fd60f775cd72008c803f,RETURNED,Not Applicable,2025-11-12T22:32:47.028000Z,,,,,,68,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
